total_records,unique_shows,total_movies,total_tv_shows,director_completeness_pct,cast_completeness_pct,country_completeness_pct,date_added_completeness_pct,missing_director_count,missing_cast_count,missing_country_count,missing_date_added_count,avg_quality_score,min_quality_score,max_quality_score,quality_score_stddev,perfect_quality_count,high_quality_count,medium_quality_count,low_quality_count,earliest_release_year,latest_release_year,earliest_date_added,latest_date_added,distinct_release_years,distinct_ratings,distinct_countries_raw,created_at
8786,8786,6112,2673,70.03,90.60,90.53,99.86,2633,826,832,12,95.57,60,100,6.12,5317,2736,730,3,1925,2021,2008-01-01,2021-09-25,74,14,748,2026-08-31T13:16:32.364Z
